priref,artist_name,date,objectcat,lrefs_in_xml,reason
125456,"Moreelse, Paulus",1638,painting,10783267,only excluded placeholder lrefs available: 10783267
125493,"Maes, Nicolaes",1649,painting,10783267,only excluded placeholder lrefs available: 10783267
125564,"Netscher, Constantijn",1719,painting,10783267,only excluded placeholder lrefs available: 10783267
125573,Anoniem,1616,painting,10783267,only excluded placeholder lrefs available: 10783267
125582,"Leveck, Jacobus",1654,painting,10783267,only excluded placeholder lrefs available: 10783267
125596,Anoniem,1691,painting,10783267,only excluded placeholder lrefs available: 10783267
125600,Anoniem,1668,painting,10783267,only excluded placeholder lrefs available: 10783267
125733,Anoniem,1635,painting,10783267,only excluded placeholder lrefs available: 10783267
125833,Anoniem,1617,painting,10783267,only excluded placeholder lrefs available: 10783267
125900,Anoniem,1600,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
125907,"Toorop, Charley",1906,painting,10783267,only excluded placeholder lrefs available: 10783267
125915,"Weyand, Jaap",1927,painting,10783267,only excluded placeholder lrefs available: 10783267
125916,"Weyand, Jaap",1931,painting,10783267,only excluded placeholder lrefs available: 10783267
125927,Anoniem,1775,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
125928,Anoniem,1775,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
125931,Anoniem,1800,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
125950,"Vissers, F.",1915,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
125955,Anoniem,1600,silhouette,10783267,only excluded placeholder lrefs available: 10783267
125956,Anoniem,1780,silhouette,10783267,only excluded placeholder lrefs available: 10783267
125957,Anoniem,1775,silhouette,10783267,only excluded placeholder lrefs available: 10783267
125960,Anoniem,1800,unknown,10783267,only excluded placeholder lrefs available: 10783267
125975,Anoniem,1631,unknown,10783267,only excluded placeholder lrefs available: 10783267
125978,Anoniem,1637,unknown,10783267,only excluded placeholder lrefs available: 10783267
125979,Anoniem,1637,unknown,10783267,only excluded placeholder lrefs available: 10783267
125984,"Mierevelt, Michiel van",1638,painting,10783267,only excluded placeholder lrefs available: 10783267
125998,"Beck, David",1638,painting,10783267,only excluded placeholder lrefs available: 10783267
126005,"Dalen, Jan van (II)",1655,unknown,10783267,only excluded placeholder lrefs available: 10783267
126346,"Tholen, Willem Bastiaan",1875,unknown,10783267,only excluded placeholder lrefs available: 10783267
126351,"Maes, Nicolaes",1649,painting,10783267,only excluded placeholder lrefs available: 10783267
126534,"Van Uytvanck, Valentijn Edgar",1934,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
126540,"Oerder, Frans",1882,painting,10783267,only excluded placeholder lrefs available: 10783267
126560,Anoniem,1825,painting,10783267,only excluded placeholder lrefs available: 10783267
126631,Anoniem,1639,painting,10783267,only excluded placeholder lrefs available: 10783267
126632,Anoniem,1639,painting,10783267,only excluded placeholder lrefs available: 10783267
126659,"Haverman, Hendrik Johannes",1872,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
126666,"Rossum, Jan van (c. 1639)",1668,painting,10783267,only excluded placeholder lrefs available: 10783267
126713,"Menger, Johan Philip Matthias",1873,medal (coin type),10783267,only excluded placeholder lrefs available: 10783267
126735,"Retel, Johannes",1931,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
126737,"Swagemakers, Theo",1935,painting,10783267,only excluded placeholder lrefs available: 10783267
126768,"Maes, Nicolaes",1678,painting,10783267,only excluded placeholder lrefs available: 10783267
126769,"Maes, Nicolaes",1675,painting,10783267,only excluded placeholder lrefs available: 10783267
126780,"Hals, Frans (I)",1597,painting,10783267,only excluded placeholder lrefs available: 10783267
126783,"Heinsius, Johann Julius",1763,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
126820,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
126825,"Netscher, Caspar",1670,painting,10783267,only excluded placeholder lrefs available: 10783267
126830,Anoniem,1725,painting,10783267,only excluded placeholder lrefs available: 10783267
126851,"Pellar, Hanns",1935,painting,10783267,only excluded placeholder lrefs available: 10783267
127051,Anoniem,1800,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
127060,"Moreelse, Paulus",1606,painting,10783267,only excluded placeholder lrefs available: 10783267
127061,"Moreelse, Paulus",1606,painting,10783267,only excluded placeholder lrefs available: 10783267
127094,Anoniem,1825,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
127107,"Visser, Willem de (1801-1875)",1816,painting,10783267,only excluded placeholder lrefs available: 10783267
127201,"Mierevelt, Michiel van",1622,painting,10783267,only excluded placeholder lrefs available: 10783267
127219,Anoniem,1849,unknown,10783267,only excluded placeholder lrefs available: 10783267
127257,"Tischbein, Johann Friedrich August",1778,painting,10783267,only excluded placeholder lrefs available: 10783267
127308,Anoniem,1675,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
127375,"Beck, David",1650,painting,10783267,only excluded placeholder lrefs available: 10783267
127414,"Goudman, Louis",1927,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
127475,Anoniem,1750,painting,10783267,only excluded placeholder lrefs available: 10783267
127731,Anoniem,1825,painting,10783267,only excluded placeholder lrefs available: 10783267
127791,"Haverman, Hendrik Johannes",1872,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
127872,"Esser, Wijnand",1794,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
127873,"Halen, Arnoud van",1688,painting,10783267,only excluded placeholder lrefs available: 10783267
127981,"Bogaerts, Henricus Aloysius Wilhelminus Maria",1924,painting,10783267,only excluded placeholder lrefs available: 10783267
127982,"Bogaerts, Henricus Aloysius Wilhelminus Maria",1924,painting,10783267,only excluded placeholder lrefs available: 10783267
127983,"Valois, Alexander Cesar August",1865,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
127984,"Valois, Alexander Cesar August",1865,unknown,10783267,only excluded placeholder lrefs available: 10783267
128085,"Delff, Jacob Willemsz. (II)",1593,painting,10783267,only excluded placeholder lrefs available: 10783267
128111,"Craeyvanger, Gijsbertus",1825,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
128123,"Schouman, Aert",1753,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
128137,"Backer, Jacob Adriaensz.",1641,painting,10783267,only excluded placeholder lrefs available: 10783267
128296,"Mierevelt, Michiel van",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
128321,"Jacobs van den Hof, Gijsbert",1904,sculpture,10783267,only excluded placeholder lrefs available: 10783267
128324,Anoniem,1625,painting,10783267,only excluded placeholder lrefs available: 10783267
128332,"Ravesteyn, Jan van",1633,painting,10783267,only excluded placeholder lrefs available: 10783267
128340,"Nason, Pieter",1662,painting,10783267,only excluded placeholder lrefs available: 10783267
128392,"Kockers, George",1794,silhouette,10783267,only excluded placeholder lrefs available: 10783267
128467,"Wiegers, Jan",1925,painting,10783267,only excluded placeholder lrefs available: 10783267
128497,"Verwey, Kees",1950,painting,10783267,only excluded placeholder lrefs available: 10783267
128498,Anoniem,1625,painting,10783267,only excluded placeholder lrefs available: 10783267
128507,"Geest, Wybrand de (I)",1637,painting,10783267,only excluded placeholder lrefs available: 10783267
128513,"Trip, Jan (20ste eeuw)",1900,painting,10783267,only excluded placeholder lrefs available: 10783267
128514,"Kunst, Berend",1853,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
128791,"Noltee, Cor",1918,painting,10783267,only excluded placeholder lrefs available: 10783267
128813,Anoniem,1630,painting,10783267,only excluded placeholder lrefs available: 10783267
128814,"Ansingh, Lizzy",1890,painting,10783267,only excluded placeholder lrefs available: 10783267
128898,"Gestel, Leo",1909,painting,10783267,only excluded placeholder lrefs available: 10783267
128908,Anoniem,1800,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
128970,Anoniem,1775,silhouette,10783267,only excluded placeholder lrefs available: 10783267
129045,"Sluijters, Jan",1925,unknown,10783267,only excluded placeholder lrefs available: 10783267
129082,"Kelder, Toon",1928,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
129091,Anoniem,1775,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
129108,"Koningh, Leonard de",1825,painting,10783267,only excluded placeholder lrefs available: 10783267
129144,"Dongen, Kees van",1892,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
129180,"Sondaar, Bertus",1950,sculpture,10783267,only excluded placeholder lrefs available: 10783267
129183,Anoniem,1775,painting,10783267,only excluded placeholder lrefs available: 10783267
129247,"Montpezat, Henri Auguste d'Ainecy (comte de)",1825,painting,10783267,only excluded placeholder lrefs available: 10783267
129252,"Mankes, Jan",1904,painting,10783267,only excluded placeholder lrefs available: 10783267
129262,Anoniem,1800,silhouette,10783267,only excluded placeholder lrefs available: 10783267
129286,"Kelder, Toon",1909,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
129362,"Vos, Cornelis de",1623,painting,10783267,only excluded placeholder lrefs available: 10783267
129381,"Noltee, Cor",1918,painting,10783267,only excluded placeholder lrefs available: 10783267
129422,"Hanneman, Adriaen",1666,painting,10783267,only excluded placeholder lrefs available: 10783267
129436,"Bol-Smit, Elizabeth",1919,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
129582,"Nicolas, Joep",1941,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
129583,"Nicolas, Joep",1941,painting,10783267,only excluded placeholder lrefs available: 10783267
129585,"Leeser, Titus",1918,sculpture,10783267,only excluded placeholder lrefs available: 10783267
129587,"Couwenberg, Stephaan",1907,sculpture,10783267,only excluded placeholder lrefs available: 10783267
129615,Anoniem,1860,photograph,10783267,only excluded placeholder lrefs available: 10783267
129623,Anoniem,1800,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
129636,"Juel, Jens",1760,painting,10783267,only excluded placeholder lrefs available: 10783267
129818,"Hoorn, Jordanus",1775,painting,10783267,only excluded placeholder lrefs available: 10783267
129852,"Teding van Berkhout, Anna Catharina",1943,painting,10783267,only excluded placeholder lrefs available: 10783267
129860,"Sondaar, Bertus",1960,sculpture,10783267,only excluded placeholder lrefs available: 10783267
129868,"Carré, Abraham",1724,painting,10783267,only excluded placeholder lrefs available: 10783267
129910,"Rueter, Georg",1919,painting,10783267,only excluded placeholder lrefs available: 10783267
130015,"Neuman, Johan Heinrich",1854,painting,10783267,only excluded placeholder lrefs available: 10783267
130094,"Nason, Pieter",1650,painting,10783267,only excluded placeholder lrefs available: 10783267
130321,Anoniem,1790,painting,10783267,only excluded placeholder lrefs available: 10783267
130346,"Aken, Wim van",1985,painting,10783267,only excluded placeholder lrefs available: 10783267
130347,"Albers, Ton",1982,unknown,10783267,only excluded placeholder lrefs available: 10783267
130348,"Amstel, Wim van",1931,painting,10783267,only excluded placeholder lrefs available: 10783267
130349,"Baghuis, Tineke",1983,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
130350,"Bayens, Hans",1939,painting,10783267,only excluded placeholder lrefs available: 10783267
130351,"Berg, Freek van den",1933,unknown,10783267,only excluded placeholder lrefs available: 10783267
130352,"Bogaard, Pieter van den",1954,painting,10783267,only excluded placeholder lrefs available: 10783267
130353,"Bosch, Jelly van den",1982,painting,10783267,only excluded placeholder lrefs available: 10783267
130354,"Bout, Rien",1952,painting,10783267,only excluded placeholder lrefs available: 10783267
130356,"Buytendijk, Anton",1928,painting,10783267,only excluded placeholder lrefs available: 10783267
130358,"Dijk, Leendert van",1984,painting,10783267,only excluded placeholder lrefs available: 10783267
130359,"Engelman, Hans (J.C. 'Jan')",1984,unknown,10783267,only excluded placeholder lrefs available: 10783267
